CustomerKey,FirstName,LastName,MaritalStatus,Gender,YearlyIncome,Education,Occupation,City,StateProvince,Country,NumberOfOrders,TotalQuantity,TotalAmount
17926,Carolyn,Ramos,M,F,"$20,000.00 ",Bachelors,Clerical,Springwood,New South Wales,Australia,4,4,"$4,715.70 "
17927,Douglas,Patel,S,M,"$20,000.00 ",Partial College,Manual,Wollongong,New South Wales,Australia,4,4,"$4,726.04 "
17928,Terrence,She,M,M,"$20,000.00 ",Partial College,Manual,Essen,Hamburg,Germany,3,3,"$3,917.54 "
17929,Alfredo,Rubio,M,M,"$20,000.00 ",Partial College,Manual,Mühlheim,Hamburg,Germany,4,4,"$3,896.53 "
17930,Chelsea,Srini,M,F,"$20,000.00 ",Partial College,Manual,Paris,Seine (Paris),France,3,3,$69.97 
17931,Jeffery,Zhao,M,M,"$20,000.00 ",Partial College,Manual,Saint Ouen,Somme,France,1,1,$29.99 
17932,Barry,Srini,M,M,"$30,000.00 ",Graduate Degree,Clerical,Verrieres Le Buisson,Essonne,France,5,5,"$2,765.40 "
17933,Virginia,Prasad,M,F,"$30,000.00 ",Graduate Degree,Clerical,Maidenhead,England,United Kingdom,5,5,"$3,103.31 "
17934,Nelson,Gill,S,M,"$20,000.00 ",Partial College,Manual,Eilenburg,Brandenburg,Germany,3,3,"$3,907.04 "
17935,Misty,Jai,M,F,"$20,000.00 ",Partial College,Manual,Erlangen,Bayern,Germany,3,3,$63.97 
17936,Tonya,Deng,M,F,"$20,000.00 ",Partial College,Manual,Bury,England,United Kingdom,3,3,$64.97 
17937,Heidi,Kapoor,M,F,"$30,000.00 ",Graduate Degree,Clerical,Runcorn,England,United Kingdom,4,4,"$3,068.82 "
17938,Ruben,Gill,S,M,"$10,000.00 ",High School,Manual,Lieusaint,Seine et Marne,France,3,3,$37.27 
17939,Kelli,Wang,S,F,"$10,000.00 ",High School,Manual,Suresnes,Hauts de Seine,France,3,3,$37.27 
17940,Tommy,Yuan,M,M,"$20,000.00 ",Partial College,Manual,Frankfurt,Hessen,Germany,2,2,"$3,882.55 "
17941,David,Jenkins,M,M,"$20,000.00 ",Partial College,Manual,Ingolstadt,Bayern,Germany,5,5,"$3,931.52 "
17942,Steven,Watson,M,M,"$20,000.00 ",Partial College,Manual,Ingolstadt,Bayern,Germany,4,4,"$3,896.53 "
17943,Joe,Romero,S,M,"$30,000.00 ",Graduate Degree,Clerical,Warrington,England,United Kingdom,3,3,"$2,781.54 "
17944,Riley,Rivera,M,F,"$20,000.00 ",Partial College,Manual,Drancy,Seine Saint Denis,France,3,3,"$2,751.42 "
17945,Julio,Rubio,M,M,"$30,000.00 ",Graduate Degree,Clerical,Frankfurt,Hessen,Germany,4,4,"$3,961.03 "
17946,Jocelyn,Washington,M,F,"$30,000.00 ",Graduate Degree,Clerical,Kassel,Hessen,Germany,2,2,"$3,882.55 "
17947,Erick,Srini,S,M,"$30,000.00 ",Graduate Degree,Clerical,München,Nordrhein-Westfalen,Germany,3,3,"$3,932.54 "
17948,Cheryl,Vazquez,S,F,"$30,000.00 ",Bachelors,Clerical,West Sussex,England,United Kingdom,5,5,"$3,045.30 "
17949,Sophia,Mitchell,M,F,"$40,000.00 ",Graduate Degree,Clerical,Lille,Nord,France,6,6,"$2,606.25 "
17950,Alberto,Ortega,M,M,"$30,000.00 ",Bachelors,Clerical,Colomiers,Garonne (Haute),France,5,5,"$2,732.70 "
17951,Frederick,Malhotra,M,M,"$10,000.00 ",High School,Manual,Esher-Molesey,England,United Kingdom,2,2,$27.28 
17952,Brendan,Beck,S,M,"$10,000.00 ",High School,Manual,Sulzbach Taunus,Saarland,Germany,4,4,"$3,941.53 "
17953,Latoya,Raje,S,F,"$10,000.00 ",High School,Manual,Paris,Seine (Paris),France,3,3,$84.97 
17954,Shelby,Torres,S,F,"$20,000.00 ",Partial College,Manual,Saint Germain en Laye,Yveline,France,2,2,$34.98 
17955,Ronnie,Zhao,S,M,"$20,000.00 ",Partial College,Manual,Saarlouis,Saarland,Germany,3,3,$63.97 
17956,Jaime,Gomez,S,M,"$30,000.00 ",Bachelors,Clerical,Metz,Moselle,France,5,5,"$2,431.36 "
17957,Misty,Yuan,S,F,"$30,000.00 ",Bachelors,Clerical,Sèvres,Hauts de Seine,France,3,3,"$2,435.08 "
17958,Ricardo,Lal,M,M,"$30,000.00 ",Bachelors,Clerical,London,England,United Kingdom,5,5,"$2,811.52 "
17959,Ebony,Srini,M,F,"$30,000.00 ",Bachelors,Clerical,London,England,United Kingdom,4,4,"$2,748.83 "
17960,Marie,Rodriguez,M,F,"$40,000.00 ",Graduate Degree,Clerical,Oxford,England,United Kingdom,3,3,"$3,001.04 "
17961,Meghan,Blanco,S,F,"$20,000.00 ",Partial College,Manual,Maidenhead,England,United Kingdom,4,4,$73.96 
17962,Colin,Zhou,M,M,"$30,000.00 ",Bachelors,Clerical,London,England,United Kingdom,4,4,"$2,777.52 "
17963,Natalie,Collins,S,F,"$30,000.00 ",Bachelors,Clerical,Darmstadt,Hessen,Germany,3,3,"$3,932.54 "
17964,Darren,Suri,M,M,"$40,000.00 ",Graduate Degree,Clerical,Solingen,Nordrhein-Westfalen,Germany,7,7,"$5,750.36 "
17965,Warren,Chander,M,M,"$40,000.00 ",Graduate Degree,Clerical,W. York,England,United Kingdom,3,3,"$3,001.04 "
17966,Kellie,Gutierrez,S,F,"$50,000.00 ",Graduate Degree,Skilled Manual,Watford,England,United Kingdom,3,3,"$3,262.83 "
17967,Cassandra,Gonzalez,M,F,"$10,000.00 ",Partial College,Manual,York,England,United Kingdom,3,3,$32.27 
17968,Nina,Black,M,F,"$20,000.00 ",Partial College,Manual,Warrington,England,United Kingdom,3,3,"$3,043.33 "
17969,Jeffery,Li,M,M,"$20,000.00 ",Partial College,Manual,Kirkby,England,United Kingdom,4,4,"$3,040.31 "
17970,Erick,Martinez,S,M,"$10,000.00 ",High School,Manual,Berlin,Hessen,Germany,2,2,$27.28 
17971,Mayra,Perez,S,F,"$10,000.00 ",High School,Manual,Colombes,Hauts de Seine,France,3,3,"$2,435.08 "
17972,Alisha,Ma,S,F,"$20,000.00 ",Partial College,Manual,Runcorn,England,United Kingdom,4,4,"$2,791.53 "
17973,Johnathan,Rodriguez,M,M,"$30,000.00 ",Bachelors,Clerical,Paris,Seine (Paris),France,6,6,"$2,551.36 "
17974,Kate,Raje,M,F,"$30,000.00 ",Bachelors,Clerical,Berkshire,England,United Kingdom,6,6,"$2,791.46 "
17975,Candace,Sai,S,F,"$40,000.00 ",Graduate Degree,Clerical,Cergy,Val d'Oise,France,3,3,"$1,518.58 "
17976,Daisy,Carlson,M,F,"$40,000.00 ",Graduate Degree,Clerical,München,Nordrhein-Westfalen,Germany,5,5,"$5,801.38 "
17977,Valerie,Zeng,M,F,"$40,000.00 ",Graduate Degree,Clerical,Birmingham,England,United Kingdom,4,4,"$2,966.03 "
17978,Armando,Diaz,M,M,"$40,000.00 ",Graduate Degree,Clerical,Bury,England,United Kingdom,5,5,"$3,018.01 "
17979,Lisa,Lin,M,F,"$40,000.00 ",Bachelors,Clerical,Runcorn,England,United Kingdom,5,5,"$3,001.02 "
17980,Paige,Hughes,S,F,"$30,000.00 ",Bachelors,Clerical,Kassel,Hessen,Germany,3,3,"$4,194.33 "
17981,Fernando,Mitchell,M,M,"$30,000.00 ",Bachelors,Clerical,Warrington,England,United Kingdom,2,2,"$2,983.34 "
17982,Francisco,Mehta,S,M,"$40,000.00 ",Bachelors,Clerical,Saint Ouen,Somme,France,5,5,"$1,538.56 "
17983,Carol,Saunders,M,F,"$40,000.00 ",Bachelors,Clerical,Hamburg,Hessen,Germany,8,8,"$5,784.36 "
17984,Barbara,Andersen,M,F,"$40,000.00 ",Bachelors,Clerical,Hof,Bayern,Germany,6,6,"$6,083.17 "
17985,Cedric,Sun,M,M,"$40,000.00 ",Bachelors,Clerical,Kiel,Saarland,Germany,6,6,"$6,016.66 "
17986,Monica,Malhotra,M,F,"$40,000.00 ",Bachelors,Clerical,München,Hessen,Germany,7,7,"$5,790.86 "
17987,Cara,Sun,M,F,"$30,000.00 ",Bachelors,Clerical,Paris,Seine (Paris),France,3,3,"$2,450.08 "
17988,Alfredo,Diaz,S,M,"$20,000.00 ",High School,Manual,Paris,Seine (Paris),France,3,3,$59.92 
17989,Tiffany,Sun,S,F,"$20,000.00 ",High School,Manual,Ingolstadt,Bayern,Germany,3,3,"$3,932.54 "
17990,Kristina,Patel,S,F,"$20,000.00 ",High School,Manual,Milton Keynes,England,United Kingdom,4,4,"$2,778.52 "
17991,Richard,Kelly,M,M,"$30,000.00 ",Bachelors,Skilled Manual,Kirkby,England,United Kingdom,4,4,$73.96 
17992,Sandra,Ma,S,F,"$10,000.00 ",Partial High School,Manual,Solingen,Nordrhein-Westfalen,Germany,3,3,$31.27 
17993,Richard,Williams,M,M,"$10,000.00 ",High School,Manual,Hamburg,Hamburg,Germany,2,2,$78.98 
17994,Bradley,Xu,S,M,"$20,000.00 ",High School,Manual,Berlin,Hamburg,Germany,2,2,$27.28 
17995,Sabrina,Jimenez,S,F,"$20,000.00 ",High School,Manual,Stuttgart,Saarland,Germany,2,2,$27.28 
17996,Cedric,Raji,S,M,"$20,000.00 ",High School,Manual,Les Ulis,Essonne,France,3,3,"$2,454.08 "
17997,April,Sharma,S,F,"$20,000.00 ",High School,Manual,Villeneuve-d'Ascq,Nord,France,3,3,$69.97 
17998,Tammy,Weber,S,F,"$20,000.00 ",High School,Manual,Neunkirchen,Saarland,Germany,2,2,"$4,144.34 "
17999,Byron,Romero,S,M,"$20,000.00 ",High School,Manual,Dunkerque,Nord,France,3,3,"$2,454.08 "
18000,Ramon,She,S,M,"$20,000.00 ",High School,Manual,Billericay,England,United Kingdom,6,6,"$3,080.29 "
18001,Ross,Suri,S,M,"$20,000.00 ",High School,Manual,Berlin,Saarland,Germany,3,3,$31.27 
18002,Gina,Navarro,M,F,"$20,000.00 ",Partial College,Manual,Berlin,Hamburg,Germany,2,2,$27.28 
18003,Edwin,Chande,M,M,"$30,000.00 ",Bachelors,Skilled Manual,Werne,Nordrhein-Westfalen,Germany,3,3,$63.97 
18004,Tonya,Shen,M,F,"$40,000.00 ",Bachelors,Professional,Paris,Seine (Paris),France,3,3,"$1,518.58 "
18005,Renee,Ramos,M,F,"$40,000.00 ",Bachelors,Professional,Hamburg,Hamburg,Germany,7,7,"$5,804.87 "
18006,Franklin,Chander,M,M,"$40,000.00 ",Graduate Degree,Skilled Manual,Paderborn,Hamburg,Germany,2,2,$38.98 
18007,Michele,Suri,M,F,"$40,000.00 ",Graduate Degree,Skilled Manual,Bracknell,England,United Kingdom,2,2,$38.98 
18008,Deanna,Sai,S,F,"$30,000.00 ",Partial College,Clerical,Drancy,Seine Saint Denis,France,4,4,"$2,459.07 "
18009,Deanna,Prasad,S,F,"$30,000.00 ",Partial College,Clerical,Lieusaint,Seine et Marne,France,3,3,"$2,435.08 "
18010,Clarence,Jai,S,M,"$30,000.00 ",Partial College,Clerical,Orleans,Loiret,France,4,4,"$2,485.07 "
18011,Frank,Gomez,S,M,"$30,000.00 ",Partial College,Clerical,Paris,Seine (Paris),France,6,6,"$2,590.36 "
18012,Karen,Zhu,M,F,"$40,000.00 ",Bachelors,Skilled Manual,Gloucestershire,England,United Kingdom,2,2,$25.48 
18013,Kathleen,Munoz,M,F,"$40,000.00 ",Bachelors,Skilled Manual,London,England,United Kingdom,3,3,$27.77 
18014,Wayne,Xu,S,M,"$30,000.00 ",Partial College,Clerical,Croix,Nord,France,2,2,$93.49 
18015,Haley,Edwards,S,F,"$30,000.00 ",Partial College,Clerical,Dunkerque,Nord,France,3,3,$37.27 
18016,Tiffany,Liu,M,F,"$30,000.00 ",Partial College,Clerical,Saint-Denis,Seine Saint Denis,France,2,2,$34.98 
18017,Kurt,Shan,S,M,"$30,000.00 ",Partial College,Clerical,Berlin,Saarland,Germany,1,1,$24.99 
18018,Peter,Xie,S,M,"$30,000.00 ",Partial College,Clerical,Verrieres Le Buisson,Essonne,France,2,2,$51.97 
18019,Yolanda,Raji,M,F,"$40,000.00 ",Bachelors,Skilled Manual,München,Hamburg,Germany,5,5,"$5,706.38 "
18020,Armando,Ruiz,S,M,"$20,000.00 ",High School,Manual,Solingen,Nordrhein-Westfalen,Germany,4,4,$39.22 
18021,Trisha,She,S,F,"$20,000.00 ",High School,Manual,Milton Keynes,England,United Kingdom,4,4,"$2,793.52 "
18022,Victor,Alvarez,S,M,"$20,000.00 ",High School,Manual,Berlin,Saarland,Germany,3,3,$63.97 
18023,Terrence,Raji,S,M,"$20,000.00 ",High School,Manual,Bonn,Nordrhein-Westfalen,Germany,3,3,$187.98 
18024,Nancy,Kapoor,S,F,"$30,000.00 ",Partial College,Clerical,Woolston,England,United Kingdom,3,3,$149.98 
18025,Benjamin,Flores,S,M,"$30,000.00 ",Partial College,Clerical,Lille,Nord,France,3,3,$37.27 
18026,Alisha,He,M,F,"$40,000.00 ",Bachelors,Skilled Manual,Oxon,England,United Kingdom,5,5,"$2,988.32 "
18027,Alexia,Griffin,M,F,"$30,000.00 ",Partial College,Clerical,Saarlouis,Saarland,Germany,3,3,"$3,917.54 "
18028,Jessie,Zheng,M,M,"$40,000.00 ",Bachelors,Skilled Manual,Oxford,England,United Kingdom,3,3,"$3,001.04 "
18029,Carmen,Malhotra,S,F,"$30,000.00 ",Partial College,Clerical,Bottrop,Nordrhein-Westfalen,Germany,3,3,$82.97 
18030,Victor,Torres,S,M,"$20,000.00 ",High School,Manual,Liverpool,England,United Kingdom,3,3,$64.97 
18031,Shawna,Tang,S,F,"$10,000.00 ",Partial High School,Manual,Offenbach,Saarland,Germany,1,1,$24.99 
18032,Cassie,Raji,M,F,"$20,000.00 ",High School,Manual,Paris,Seine (Paris),France,5,5,$144.45 
18033,Evelyn,Patel,S,F,"$30,000.00 ",Partial College,Clerical,Solingen,Nordrhein-Westfalen,Germany,1,1,$24.99 
18034,Ethan,Robinson,M,M,"$10,000.00 ",High School,Manual,Paderborn,Nordrhein-Westfalen,Germany,3,3,$63.97 
18035,Karen,Zhang,S,F,"$20,000.00 ",Partial High School,Manual,Werne,Nordrhein-Westfalen,Germany,3,3,$63.97 
18036,Bruce,Sanchez,S,M,"$20,000.00 ",Partial High School,Manual,Duesseldorf,Hessen,Germany,1,1,$24.99 
18037,Bruce,Garcia,S,M,"$20,000.00 ",Partial High School,Manual,Gloucestershire,England,United Kingdom,2,2,$49.48 
18038,Kelli,Kumar,S,F,"$30,000.00 ",Partial College,Clerical,Chatou,Yveline,France,3,3,"$2,435.08 "
18039,Logan,Clark,M,M,"$30,000.00 ",Partial College,Clerical,Dunkerque,Nord,France,3,3,"$2,450.08 "
18040,Curtis,Liu,M,M,"$10,000.00 ",Partial High School,Manual,Suresnes,Hauts de Seine,France,3,3,$193.98 
18041,Sheena,Xie,S,F,"$20,000.00 ",Partial High School,Manual,Leeds,England,United Kingdom,3,3,$32.27 
18042,Stanley,Srini,S,M,"$20,000.00 ",Partial High School,Manual,York,England,United Kingdom,2,2,$29.98 
18043,Katie,Chande,S,F,"$20,000.00 ",Partial High School,Manual,Dunkerque,Nord,France,2,2,$34.98 
18044,Kendra,Carlson,S,F,"$20,000.00 ",Partial High School,Manual,London,England,United Kingdom,3,3,$32.27 
18045,Toni,Arun,S,F,"$30,000.00 ",Partial College,Clerical,München,Hessen,Germany,4,4,"$3,941.53 "
18046,Terry,Jai,S,M,"$30,000.00 ",Partial College,Clerical,Verrieres Le Buisson,Essonne,France,3,3,"$2,435.08 "
18047,Latasha,Alvarez,M,F,"$30,000.00 ",Partial College,Clerical,Bonn,Hamburg,Germany,3,3,"$2,736.42 "
18048,Alisha,Sun,S,F,"$30,000.00 ",Partial College,Clerical,Berks,England,United Kingdom,3,3,$64.97 
18049,Patrick,Watson,S,M,"$40,000.00 ",High School,Skilled Manual,Lynnwood,Washington,United States,3,3,"$1,785.97 "
18050,Sara,Cooper,M,F,"$60,000.00 ",Partial College,Skilled Manual,Oakland,California,United States,2,2,"$1,750.98 "
18051,Caroline,Price,M,F,"$60,000.00 ",Partial College,Skilled Manual,Shawnee,British Columbia,Canada,2,2,"$1,735.98 "
18052,Maria,Young,M,F,"$60,000.00 ",Partial College,Skilled Manual,San Francisco,California,United States,2,2,"$1,735.98 "
18053,Stefanie,Smith,S,F,"$40,000.00 ",Bachelors,Professional,Charlotte,North Carolina,United States,2,2,$7.28 
18054,Jake,Zeng,S,M,"$40,000.00 ",Bachelors,Professional,Cliffside,British Columbia,Canada,6,6,$106.93 
18055,Trevor,Harrison,S,M,"$50,000.00 ",Partial College,Skilled Manual,Langford,British Columbia,Canada,7,7,$143.91 
18056,Haley,Price,S,F,"$60,000.00 ",Graduate Degree,Professional,El Cajon,California,United States,2,2,"$1,725.98 "
18057,Logan,Washington,M,M,"$60,000.00 ",Graduate Degree,Professional,Lakewood,California,United States,1,1,"$1,700.99 "
18058,Riley,Patterson,S,F,"$20,000.00 ",High School,Skilled Manual,Berkeley,California,United States,2,2,$39.98 
18059,Bailey,Gonzalez,M,F,"$60,000.00 ",Partial College,Skilled Manual,Walla Walla,Washington,United States,3,3,"$1,714.97 "
18060,Sara,Carter,M,F,"$60,000.00 ",Partial College,Skilled Manual,Redmond,Washington,United States,1,1,"$1,700.99 "
18061,Jesse,Bailey,M,M,"$40,000.00 ",High School,Professional,Daly City,California,United States,1,1,$4.99 
18062,Dylan,Anderson,M,M,"$70,000.00 ",Bachelors,Management,San Gabriel,California,United States,3,3,$63.97 
18063,Alexandria,Ward,S,F,"$70,000.00 ",Bachelors,Management,San Carlos,California,United States,2,2,$54.98 
18064,Catherine,Rivera,M,F,"$40,000.00 ",High School,Professional,Lakewood,California,United States,2,2,$58.98 
18065,Julia,Brown,S,F,"$70,000.00 ",Bachelors,Management,Haney,British Columbia,Canada,3,3,$155.47 
18066,Steve,He,S,M,"$70,000.00 ",Bachelors,Management,Beverly Hills,California,United States,4,4,"$2,344.96 "
18067,Jackson,King,M,M,"$70,000.00 ",Bachelors,Management,Portland,Oregon,United States,3,3,"$2,380.47 "
18068,Ethan,Walker,M,M,"$70,000.00 ",Bachelors,Management,Woodland Hills,California,United States,2,2,"$2,439.99 "
18069,Elijah,Hill,M,M,"$70,000.00 ",Bachelors,Management,El Cajon,California,United States,1,1,$4.99 
18070,Alyssa,Martinez,M,F,"$60,000.00 ",Bachelors,Management,Santa Monica,California,United States,1,1,$4.99 
18071,Katelyn,Campbell,M,F,"$60,000.00 ",Bachelors,Management,Grossmont,California,United States,2,2,$68.49 
18072,Maria,Perez,S,F,"$60,000.00 ",Bachelors,Management,W. Linn,Oregon,United States,1,1,$4.99 
18073,Robert,Chen,M,M,"$60,000.00 ",Bachelors,Management,San Gabriel,California,United States,2,2,$13.98 
18074,Julia,Hall,S,F,"$70,000.00 ",Partial College,Professional,Lynnwood,Washington,United States,2,2,$58.98 
18075,Courtney,Adams,S,F,"$70,000.00 ",Partial College,Professional,Torrance,California,United States,4,4,"$2,394.97 "
18076,Andre,Mehta,M,M,"$70,000.00 ",Partial College,Professional,Chula Vista,California,United States,3,3,$67.93 
18077,Philip,Ruiz,M,M,"$70,000.00 ",Partial College,Professional,Cliffside,British Columbia,Canada,5,5,$160.44 
18078,Ruben,Srini,M,M,"$70,000.00 ",Partial College,Professional,Cliffside,British Columbia,Canada,5,5,$200.94 
18079,Victoria,Martin,M,F,"$60,000.00 ",Bachelors,Management,La Jolla,California,United States,1,1,"$1,700.99 "
18080,Paige,Richardson,M,F,"$60,000.00 ",Bachelors,Management,Novato,California,United States,4,4,"$1,737.92 "
18081,Amanda,Parker,M,F,"$40,000.00 ",High School,Professional,Port Hammond,British Columbia,Canada,2,2,$51.97 
18082,Steven,Sanchez,M,M,"$60,000.00 ",Partial College,Professional,Edmonds,Washington,United States,3,3,$67.97 
18083,Osarumwense,Agbonile,M,M,"$60,000.00 ",Partial College,Professional,Issaquah,Washington,United States,3,3,$89.97 
18084,Jessica,Diaz,S,F,"$60,000.00 ",Partial College,Professional,Redmond,Washington,United States,3,3,"$1,775.47 "
18085,Christy,Nath,S,F,"$60,000.00 ",Partial College,Professional,Colma,California,United States,4,4,"$1,764.96 "
18086,Jaclyn,Zeng,S,F,"$60,000.00 ",Partial College,Professional,Concord,California,United States,4,4,"$1,723.96 "
18087,Marcus,Long,S,M,"$60,000.00 ",Bachelors,Management,Grossmont,California,United States,2,2,$13.98 
18088,Seth,Stewart,M,M,"$60,000.00 ",Bachelors,Management,Lincoln Acres,California,United States,2,2,"$1,735.98 "
18089,Melanie,Gonzales,M,F,"$40,000.00 ",High School,Professional,Langford,British Columbia,Canada,2,2,"$1,735.98 "
18090,Lucas,Smith,M,M,"$40,000.00 ",High School,Professional,Langley,British Columbia,Canada,4,4,$64.91 
18091,Chase,Bell,S,M,"$40,000.00 ",High School,Professional,Metchosin,British Columbia,Canada,2,2,"$1,750.98 "
18092,Eduardo,Baker,M,M,"$40,000.00 ",Partial High School,Skilled Manual,N. Vancouver,British Columbia,Canada,5,5,"$1,789.45 "
18093,Grace,Johnson,S,F,"$60,000.00 ",Partial College,Professional,Salem,Oregon,United States,2,2,$13.98 
18094,Roy,Alonso,S,M,"$60,000.00 ",Bachelors,Management,Bellflower,California,United States,2,2,$68.49 
18095,Thomas,Campbell,M,M,"$60,000.00 ",Bachelors,Management,Beverly Hills,California,United States,2,2,$58.98 
18096,Ariana,Kelly,M,F,"$60,000.00 ",Bachelors,Management,Beverly Hills,California,United States,2,2,"$1,735.98 "
18097,Sydney,Stewart,S,F,"$60,000.00 ",Partial College,Professional,Renton,Washington,United States,2,2,$39.98 
18098,Edward,Lee,M,M,"$60,000.00 ",High School,Professional,W. Linn,Oregon,United States,2,2,"$1,754.98 "
18099,Marcus,Edwards,M,M,"$60,000.00 ",Partial College,Professional,Glendale,California,United States,1,1,$4.99 
18100,Kyle,Li,M,M,"$70,000.00 ",Partial College,Professional,Newport Beach,California,United States,2,2,$59.98 
18101,Bailey,Turner,M,F,"$70,000.00 ",Partial College,Professional,Novato,California,United States,3,3,$64.47 
18102,Nicholas,Lewis,M,M,"$80,000.00 ",Bachelors,Management,Spring Valley,California,United States,1,1,$4.99 
18103,Chelsea,Gonzalez,S,F,"$60,000.00 ",High School,Professional,Cliffside,British Columbia,Canada,2,2,"$1,735.98 "
18104,Taylor,Coleman,M,F,"$60,000.00 ",Partial College,Professional,Tacoma,Washington,United States,2,2,$13.98 
18105,Destiny,Brooks,M,F,"$60,000.00 ",Partial College,Professional,W. Linn,Oregon,United States,2,2,$39.98 
18106,Carson,Alexander,M,M,"$60,000.00 ",Partial College,Professional,Bellflower,California,United States,1,1,$4.99 
18107,Laura,Liang,M,F,"$60,000.00 ",Partial College,Professional,Burlingame,California,United States,2,2,$13.98 
18108,Colin,Gao,M,M,"$60,000.00 ",Partial College,Professional,Colma,California,United States,2,2,"$1,735.98 "
18109,Samuel,Campbell,S,M,"$60,000.00 ",Partial College,Professional,La Jolla,California,United States,3,3,$123.48 
18110,Austin,Li,M,M,"$60,000.00 ",Partial College,Professional,Long Beach,California,United States,2,2,$12.94 
18111,Timothy,Morris,M,M,"$70,000.00 ",Partial College,Professional,Mill Valley,California,United States,1,1,$4.99 
18112,Sophia,Gonzalez,M,F,"$70,000.00 ",Partial College,Professional,San Francisco,California,United States,3,3,$64.47 
18113,Abigail,Simmons,M,F,"$70,000.00 ",Partial College,Professional,Torrance,California,United States,3,3,"$2,391.96 "
18114,Alexandria,Foster,S,F,"$70,000.00 ",Partial High School,Skilled Manual,West Covina,California,United States,2,2,$58.98 
18115,Richard,Young,M,M,"$70,000.00 ",Partial High School,Skilled Manual,Seattle,Washington,United States,2,2,$13.98 
18116,Thomas,Li,M,M,"$70,000.00 ",Partial High School,Skilled Manual,N. Vancouver,British Columbia,Canada,3,3,"$2,376.96 "
18117,Fernando,Washington,S,M,"$60,000.00 ",High School,Professional,Redmond,Washington,United States,2,2,$13.98 
18118,Megan,Reed,M,F,"$60,000.00 ",High School,Professional,Newton,British Columbia,Canada,2,2,"$1,750.98 "
18119,Shawn,Nath,M,M,"$60,000.00 ",High School,Professional,Colma,California,United States,2,2,$13.98 
18120,Isabella,Martin,M,F,"$60,000.00 ",High School,Professional,Berkeley,California,United States,2,2,"$1,725.98 "
18121,Madeline,Young,M,F,"$60,000.00 ",High School,Professional,Spokane,Washington,United States,4,4,"$1,793.47 "
18122,Justin,Hughes,S,M,"$70,000.00 ",Partial College,Professional,Langley,British Columbia,Canada,2,2,"$2,439.99 "
18123,Emily,Hughes,M,F,"$70,000.00 ",Partial College,Professional,Downey,California,United States,1,1,$4.99 
18124,Calvin,Chander,M,M,"$130,000.00 ",Bachelors,Management,Neunkirchen,Saarland,Germany,2,2,$56.97 
18125,Leah,Cai,M,F,"$130,000.00 ",Bachelors,Management,Sulzbach Taunus,Saarland,Germany,4,4,"$5,739.50 "
18126,Larry,Ortega,M,M,"$130,000.00 ",Partial College,Professional,Leeds,England,United Kingdom,7,7,"$6,945.58 "
18127,Franklin,He,M,M,"$130,000.00 ",Partial College,Professional,London,England,United Kingdom,8,8,"$6,982.07 "
18128,Roberto,Suarez,M,M,"$90,000.00 ",High School,Professional,Bobigny,Seine Saint Denis,France,2,2,$85.48 
18129,Elizabeth,Rodriguez,M,F,"$100,000.00 ",Partial College,Professional,Chatou,Yveline,France,3,3,$96.46 
18130,Kaitlyn,Mitchell,S,F,"$130,000.00 ",Partial College,Professional,Neunkirchen,Saarland,Germany,6,6,"$5,743.97 "
18131,Ann,Malhotra,S,F,"$110,000.00 ",Partial College,Professional,Roissy en Brie,Seine et Marne,France,3,3,"$3,021.38 "
18132,Adrienne,Blanco,M,F,"$110,000.00 ",Partial College,Professional,Sèvres,Hauts de Seine,France,4,4,"$3,034.07 "
18133,Karen,Smith,S,F,"$120,000.00 ",High School,Professional,Frankfurt,Hessen,Germany,5,5,"$5,780.47 "
18134,Melody,Romero,M,F,"$120,000.00 ",High School,Professional,Hof,Bayern,Germany,6,6,"$5,732.47 "
18135,Blake,Diaz,M,M,"$120,000.00 ",Partial High School,Professional,Gateshead,England,United Kingdom,6,6,"$6,921.58 "
18136,Carl,Xie,M,M,"$130,000.00 ",Partial College,Professional,London,England,United Kingdom,5,5,"$6,904.60 "
18137,Gabriel,Kumar,M,M,"$90,000.00 ",High School,Professional,Saint Germain en Laye,Yveline,France,5,5,"$3,043.06 "
18138,Walter,Alonso,M,M,"$100,000.00 ",High School,Professional,Paris,Seine (Paris),France,2,2,$75.97 
18139,Jennifer,Washington,M,F,"$120,000.00 ",Partial High School,Professional,Hamburg,Hamburg,Germany,9,9,"$5,764.43 "
18140,Anthony,White,M,M,"$130,000.00 ",Partial College,Professional,Neunkirchen,Saarland,Germany,8,8,"$5,741.41 "
18141,Deanna,Chandra,M,F,"$130,000.00 ",Partial College,Professional,Berkshire,England,United Kingdom,8,8,"$6,972.86 "
18142,Riley,Bradley,S,F,"$80,000.00 ",Partial College,Professional,Roubaix,Nord,France,2,2,$24.27 
18143,Chad,Shen,S,M,"$70,000.00 ",High School,Professional,Paris,Seine (Paris),France,5,5,"$3,063.06 "
18144,Katie,Chapman,M,F,"$80,000.00 ",Bachelors,Management,Paris,Seine (Paris),France,2,2,$31.97 
18145,David,So,M,M,"$80,000.00 ",Bachelors,Management,Bonn,Nordrhein-Westfalen,Germany,2,2,$71.97 
18146,Eugene,Wang,S,M,"$90,000.00 ",Partial College,Professional,Hamburg,Hamburg,Germany,2,2,$31.97 
18147,Katrina,Luo,M,F,"$170,000.00 ",Bachelors,Management,York,England,United Kingdom,6,6,"$6,930.59 "
